#id,type,P,uA,u0,uT,gA,g0,gT,rA,r0,rT,iA,i0,iT,zA,z0,zT
2314306,c,0.324506351808,0.527752125326,16.370352624407,0,0.644787634492,15.179594649924,1,0.446249307678,15.279658967478,1,0.353610412347,15.363176462961,1,0.309484788458,15.423396118725,0
2317855,c,0.275353820991,0.287687172647,18.788899591903,0,0.345473636398,17.567463497939,0,0.253203987705,17.672356788727,0,0.191719711461,17.781841078239,1,0.141782455801,17.863233693859,0
2361636,c,0.305878478154,0.540082827299,17.291834417828,0,0.599511220673,16.100833542594,0,0.425365751977,16.164492205215,1,0.335038081361,16.243701159804,1,0.290539017175,16.311099188346,0
2365928,ab,0.661750971231,0.501289785421,15.034805719629,102,0.426333787811,13.90041119096,100,0.327941094982,13.813779380951,101,0.2854104346,13.780585387405,100,0.262673716789,13.813371018527,100
2368337,ab,0.74296967787,0.351242997217,18.17252841949,100,0.354078226285,17.010533593645,100,0.260304749695,16.853266412579,100,0.202430355869,16.79055346588,100,0.198532061586,16.778041576841,102
2369144,ab,0.475827731727,1.144314638418,18.324705345586,102,1.272725773286,17.081601414479,105,0.944387352871,17.215492444029,111,0.755950636896,17.361542301024,116,0.636219719066,17.469242906121,113
2372082,ab,0.574309100802,0.790122151242,17.177615354186,108,0.823832044859,16.019236612714,106,0.579304842125,15.986708295264,108,0.438342880074,16.018632923875,106,0.392067366494,16.045883023641,100
2383195,ab,0.493954869549,1.443814694155,17.58199950173,110,1.473222390436,16.41453682964,119,1.113384660362,16.633246241837,118,0.88863711286,16.796165556853,117,0.787777918641,16.882427688465,115
2396176,c,0.265782892962,0.43978533873,16.723069350977,0,0.452258899664,15.528808460957,0,0.342981355069,15.584309006479,0,0.273153096124,15.648593428498,0,0.230857267295,15.718410399387,0
2396343,c,0.336033441654,0.477394905481,16.381526994784,0,0.52202796611,15.195852768265,0,0.370392464676,15.223242501686,0,0.284482527014,15.28057630493,0,0.267697389551,15.330838040635,0
2407601,ab,0.56246610614,1.083263505239,18.072079846,110,1.140845554245,16.876127121382,119,0.797957876717,17.008322144642,116,0.660755476557,17.120152555306,118,0.5609018359,17.203766473559,117
2418168,ab,0.587747370137,0.839115760171,18.399046771666,104,0.873343774282,17.219572280264,115,0.63776282582,17.231928386056,110,0.524889729795,17.275128751419,109,0.456968097451,17.325890146802,107
2421108,c,0.286312911829,0.281124032232,16.939236402343,0,0.359782174915,15.678736801574,0,0.250457219504,15.777396250216,0,0.170353462855,15.888207459715,0,0.166555706906,15.956895395364,0
2438281,ab,0.549935685528,1.110429416623,18.267025940277,110,1.165276596853,17.08162264986,120,0.818786547179,17.193779238441,116,0.674296033295,17.300846721789,116,0.609821497735,17.353770908978,114
2445511,c,0.39422334917,0.524039770039,17.008900855514,0,0.598746130761,15.872296285224,1,0.429119085799,15.908103542661,1,0.338408878625,15.960040561022,1,0.288978042071,16.020488060182,0
2454285,ab,0.545437122787,0.742953854807,19.154421251892,100,0.827562385807,17.948277028281,116,0.593897796424,17.999274750426,102,0.492520002695,18.043133730775,104,0.447867800762,18.071671926426,107
2461789,ab,0.646986893565,0.771859947516,17.423419916635,107,0.829537599631,16.308010718831,110,0.597003178708,16.330551605362,109,0.481300574617,16.369223845252,110,0.42385743285,16.424375832016,104
2463400,c,0.393547850623,0.332758863666,21.443338817214,0,0.538409099055,20.375510859248,1,0.341343313663,20.395760959852,0,0.303861855645,20.361638954501,1,0.240645283073,20.375673917546,0
2464128,c,0.397668832141,0.464697801131,15.572121774805,0,0.548041507176,14.387453421449,0,0.356000354646,14.427333501614,0,0.327683808306,14.426466923548,1,0.253454898517,14.49078755081,0
2474106,ab,0.51943716985,1.256438715176,18.076865913127,110,1.277055262707,16.88584746758,119,0.930142719358,17.024094138992,119,0.767281736085,17.140207013327,119,0.677019945116,17.229830010235,113
2488976,c,0.405046761296,0.437426937978,15.959157352517,0,0.495276720613,14.76901745095,1,0.35540392876,14.732149733509,1,0.269472757518,14.76168326942,1,0.234469097071,14.798075196059,0
